task_id,agent,run,attempt,generation_success,tests_executed,passed,recovery_attempted,recovery_success,final_success,failure_type,attempts_used,duration_seconds,returncode,error
task_01,baseline,3,1,True,True,True,False,False,True,success,1,1.08,0,
task_01,baseline,4,1,True,True,True,False,False,True,success,1,0.97,0,
task_01,baseline,5,1,True,True,True,False,False,True,success,1,1.06,0,
task_01,agent_02,1,1,True,True,True,False,False,True,success,1,1.0,0,
task_01,agent_02,2,1,True,True,True,False,False,True,success,1,0.89,0,
task_01,agent_02,3,1,True,True,True,False,False,True,success,1,0.81,0,
task_01,agent_02,4,1,True,True,True,False,False,True,success,1,0.93,0,
task_01,agent_02,5,1,True,True,True,False,False,True,success,1,0.86,0,
task_02,baseline,1,1,True,True,True,False,False,True,success,1,1.03,0,
task_02,baseline,2,1,True,True,True,False,False,True,success,1,0.9,0,
task_02,baseline,3,1,True,True,True,False,False,True,success,1,0.91,0,
task_02,baseline,4,1,True,True,True,False,False,True,success,1,0.97,0,
task_02,baseline,5,1,True,True,True,False,False,True,success,1,0.99,0,
task_02,agent_02,1,1,True,True,True,False,False,True,success,1,0.97,0,
task_02,agent_02,2,1,True,True,True,False,False,True,success,1,0.97,0,
task_02,agent_02,3,1,True,True,True,False,False,True,success,1,1.08,0,
task_02,agent_02,4,1,True,True,True,False,False,True,success,1,0.86,0,
task_02,agent_02,5,1,True,True,True,False,False,True,success,1,1.0,0,
task_03,baseline,1,1,True,True,True,False,False,True,success,1,0.94,0,
task_03,baseline,2,1,True,True,True,False,False,True,success,1,0.84,0,
task_03,baseline,3,1,True,True,True,False,False,True,success,1,0.89,0,
task_03,baseline,4,1,True,True,True,False,False,True,success,1,0.88,0,
task_03,baseline,5,1,True,True,True,False,False,True,success,1,0.92,0,
task_03,agent_02,1,1,True,True,True,False,False,True,success,1,0.89,0,
task_03,agent_02,2,1,True,True,True,False,False,True,success,1,0.87,0,
task_03,agent_02,3,1,True,True,True,False,False,True,success,1,0.9,0,
task_03,agent_02,4,1,True,True,True,False,False,True,success,1,1.06,0,
task_03,agent_02,5,1,True,True,True,False,False,True,success,1,0.83,0,
task_04,baseline,1,1,True,True,True,False,False,True,success,1,0.84,0,
task_04,baseline,2,1,True,True,True,False,False,True,success,1,0.84,0,
task_04,baseline,3,1,True,True,True,False,False,True,success,1,0.91,0,
task_04,baseline,4,1,True,True,True,False,False,True,success,1,0.84,0,
task_04,baseline,5,1,True,True,True,False,False,True,success,1,1.04,0,
task_04,agent_02,1,1,True,True,True,False,False,True,success,1,1.1,0,
task_04,agent_02,2,1,True,True,True,False,False,True,success,1,1.01,0,
task_04,agent_02,3,1,True,True,True,False,False,True,success,1,0.85,0,
task_04,agent_02,4,1,True,True,True,False,False,True,success,1,0.89,0,
task_04,agent_02,5,1,True,True,True,False,False,True,success,1,0.9,0,
task_05,baseline,1,1,True,True,True,False,False,True,success,1,0.97,0,
task_05,baseline,2,1,True,True,True,False,False,True,success,1,0.89,0,
task_05,baseline,3,1,True,True,True,False,False,True,success,1,0.9,0,
task_05,baseline,4,1,True,True,True,False,False,True,success,1,1.05,0,
task_05,baseline,5,1,True,True,True,False,False,True,success,1,0.91,0,
task_05,agent_02,1,1,True,True,True,False,False,True,success,1,0.85,0,
task_05,agent_02,2,1,True,True,True,False,False,True,success,1,0.89,0,
task_05,agent_02,3,1,True,True,True,False,False,True,success,1,0.9,0,
task_05,agent_02,4,1,True,True,True,False,False,True,success,1,0.79,0,
task_05,agent_02,5,1,True,True,True,False,False,True,success,1,0.91,0,
task_06,baseline,1,1,True,True,True,False,False,True,success,1,1.12,0,
task_06,baseline,2,1,True,True,True,False,False,True,success,1,0.9,0,
task_06,baseline,3,1,True,True,True,False,False,True,success,1,0.97,0,
task_06,baseline,4,1,True,True,True,False,False,True,success,1,0.85,0,
task_06,baseline,5,1,True,True,True,False,False,True,success,1,0.91,0,
task_06,agent_02,1,1,True,True,True,False,False,True,success,1,0.9,0,
task_06,agent_02,2,1,True,True,True,False,False,True,success,1,1.04,0,
task_06,agent_02,3,1,True,True,True,False,False,True,success,1,0.93,0,
task_06,agent_02,4,1,True,True,True,False,False,True,success,1,0.98,0,
task_06,agent_02,5,1,True,True,True,False,False,True,success,1,0.94,0,
task_07,baseline,1,1,True,True,True,False,False,True,success,1,0.86,0,
task_07,baseline,2,1,True,True,True,False,False,True,success,1,1.23,0,
task_07,baseline,3,1,True,True,True,False,False,True,success,1,2.16,0,
task_07,baseline,4,1,True,True,True,False,False,True,success,1,0.97,0,
task_07,baseline,5,1,True,True,True,False,False,True,success,1,0.89,0,
task_07,agent_02,1,1,True,True,True,False,False,True,success,1,0.92,0,
task_07,agent_02,2,1,True,True,True,False,False,True,success,1,0.89,0,
task_07,agent_02,3,1,True,True,True,False,False,True,success,1,0.92,0,
task_07,agent_02,4,1,True,True,True,False,False,True,success,1,0.94,0,
task_07,agent_02,5,1,True,True,True,False,False,True,success,1,0.92,0,
task_08,baseline,1,1,True,True,True,False,False,True,success,1,1.0,0,
task_08,baseline,2,1,True,True,True,False,False,True,success,1,0.9,0,
task_08,baseline,3,1,True,True,True,False,False,True,success,1,0.85,0,
task_08,baseline,4,1,True,True,True,False,False,True,success,1,0.99,0,
task_08,baseline,5,1,True,True,True,False,False,True,success,1,0.87,0,
task_08,agent_02,1,1,True,True,True,False,False,True,success,1,1.02,0,
task_08,agent_02,2,1,True,True,True,False,False,True,success,1,0.89,0,
task_08,agent_02,3,1,True,True,True,False,False,True,success,1,0.97,0,
task_08,agent_02,4,1,True,True,True,False,False,True,success,1,0.98,0,
task_08,agent_02,5,1,True,True,True,False,False,True,success,1,0.89,0,
task_09,baseline,1,1,True,True,True,False,False,True,success,1,0.96,0,
task_09,baseline,2,1,True,True,True,False,False,True,success,1,0.89,0,
task_09,baseline,3,1,True,True,True,False,False,True,success,1,0.91,0,
task_09,baseline,4,1,True,True,True,False,False,True,success,1,0.86,0,
task_09,baseline,5,1,True,True,True,False,False,True,success,1,0.9,0,
task_09,agent_02,1,1,True,True,True,False,False,True,success,1,0.98,0,
task_09,agent_02,2,1,True,True,True,False,False,True,success,1,0.98,0,
task_09,agent_02,3,1,True,True,True,False,False,True,success,1,0.91,0,
task_09,agent_02,4,1,True,True,True,False,False,True,success,1,0.89,0,
task_09,agent_02,5,1,True,True,True,False,False,True,success,1,1.09,0,
task_10,baseline,1,1,True,True,True,False,False,True,success,1,0.86,0,
task_10,baseline,2,1,True,True,True,False,False,True,success,1,0.96,0,
task_10,baseline,3,1,True,True,True,False,False,True,success,1,0.87,0,
task_10,baseline,4,1,True,True,True,False,False,True,success,1,0.91,0,
task_10,baseline,5,1,True,True,True,False,False,True,success,1,0.92,0,
task_10,agent_02,1,1,True,True,True,False,False,True,success,1,1.09,0,
task_10,agent_02,2,1,True,True,True,False,False,True,success,1,0.9,0,
task_10,agent_02,3,1,True,True,True,False,False,True,success,1,0.96,0,
task_10,agent_02,4,1,True,True,True,False,False,True,success,1,0.98,0,
task_10,agent_02,5,1,True,True,True,False,False,True,success,1,0.95,0,
task_11,baseline,1,1,True,True,True,False,False,True,success,1,0.95,0,
task_11,baseline,2,1,True,True,True,False,False,True,success,1,1.05,0,
task_11,baseline,3,1,True,True,True,False,False,True,success,1,1.0,0,
task_11,baseline,4,1,True,True,True,False,False,True,success,1,1.01,0,
task_11,baseline,5,1,True,True,True,False,False,True,success,1,1.02,0,
task_11,agent_02,1,1,True,True,True,False,False,True,success,1,0.99,0,
task_11,agent_02,2,1,True,True,True,False,False,True,success,1,1.0,0,
task_11,agent_02,3,1,True,True,True,False,False,True,success,1,1.02,0,
task_11,agent_02,4,1,True,True,True,False,False,True,success,1,0.97,0,
task_11,agent_02,5,1,True,True,True,False,False,True,success,1,1.07,0,
task_12,baseline,1,1,True,True,True,False,False,True,success,1,0.93,0,
task_12,baseline,2,1,True,True,True,False,False,True,success,1,0.96,0,
task_12,baseline,3,1,True,True,True,False,False,True,success,1,0.92,0,
task_12,baseline,4,1,True,True,True,False,False,True,success,1,1.08,0,
task_12,baseline,5,1,True,True,True,False,False,True,success,1,0.92,0,
task_12,agent_02,1,1,True,True,True,False,False,True,success,1,0.95,0,
task_12,agent_02,2,1,True,True,True,False,False,True,success,1,0.93,0,
task_12,agent_02,3,1,True,True,True,False,False,True,success,1,0.89,0,
task_12,agent_02,4,1,True,True,True,False,False,True,success,1,0.93,0,
task_12,agent_02,5,1,True,True,True,False,False,True,success,1,1.06,0,
task_13,baseline,1,1,True,True,True,False,False,True,success,1,1.11,0,
task_13,baseline,2,1,True,True,True,False,False,True,success,1,1.09,0,
task_13,baseline,3,1,True,True,True,False,False,True,success,1,0.96,0,
task_13,baseline,4,1,True,True,True,False,False,True,success,1,0.95,0,
task_13,baseline,5,1,True,True,True,False,False,True,success,1,1.0,0,
task_13,agent_02,1,1,True,True,True,False,False,True,success,1,1.02,0,
task_13,agent_02,2,1,True,True,True,False,False,True,success,1,1.05,0,
task_13,agent_02,3,1,True,True,True,False,False,True,success,1,1.07,0,
task_13,agent_02,4,1,True,True,True,False,False,True,success,1,1.03,0,
task_13,agent_02,5,1,True,True,True,False,False,True,success,1,1.13,0,
task_14,baseline,1,1,True,True,True,False,False,True,success,1,0.97,0,
task_14,baseline,2,1,True,True,True,False,False,True,success,1,0.99,0,
task_14,baseline,3,1,True,True,True,False,False,True,success,1,1.09,0,
task_14,baseline,4,1,True,True,True,False,False,True,success,1,0.91,0,
task_14,baseline,5,1,True,True,True,False,False,True,success,1,0.99,0,
task_14,agent_02,1,1,True,True,True,False,False,True,success,1,0.99,0,
task_14,agent_02,2,1,True,True,True,False,False,True,success,1,1.2,0,
task_14,agent_02,3,1,True,True,True,False,False,True,success,1,2.52,0,
task_14,agent_02,4,1,True,True,True,False,False,True,success,1,2.51,0,
task_14,agent_02,5,1,True,True,True,False,False,True,success,1,1.8,0,
task_15,baseline,1,1,True,True,True,False,False,True,success,1,0.87,0,
task_15,baseline,2,1,True,True,True,False,False,True,success,1,1.21,0,
task_15,baseline,3,1,True,True,True,False,False,True,success,1,1.47,0,
task_15,baseline,4,1,True,True,True,False,False,True,success,1,1.7,0,
task_15,baseline,5,1,True,True,True,False,False,True,success,1,1.71,0,
task_15,agent_02,1,1,True,True,True,False,False,True,success,1,1.23,0,
task_15,agent_02,2,1,True,True,True,False,False,True,success,1,0.71,0,
task_15,agent_02,3,1,True,True,True,False,False,True,success,1,0.8,0,
task_15,agent_02,4,1,True,True,True,False,False,True,success,1,0.64,0,
task_15,agent_02,5,1,True,True,True,False,False,True,success,1,0.94,0,
task_16,baseline,1,1,True,True,True,False,False,True,success,1,1.17,0,
task_16,baseline,2,1,True,True,True,False,False,True,success,1,1.69,0,
task_16,baseline,3,1,True,True,True,False,False,True,success,1,1.86,0,
task_16,baseline,4,1,True,True,True,False,False,True,success,1,1.75,0,
task_16,baseline,5,1,True,True,True,False,False,True,success,1,1.66,0,
task_16,agent_02,1,1,True,True,True,False,False,True,success,1,2.08,0,
task_16,agent_02,2,1,True,True,True,False,False,True,success,1,1.69,0,
task_16,agent_02,3,1,True,True,True,False,False,True,success,1,1.68,0,
task_16,agent_02,4,1,True,True,True,False,False,True,success,1,1.64,0,
task_16,agent_02,5,1,True,True,True,False,False,True,success,1,1.66,0,
task_17,baseline,1,1,True,True,True,False,False,True,success,1,1.09,0,
task_17,baseline,2,1,True,True,True,False,False,True,success,1,1.06,0,
task_17,baseline,3,1,True,True,True,False,False,True,success,1,1.14,0,
task_17,baseline,4,1,True,True,True,False,False,True,success,1,0.97,0,
task_17,baseline,5,1,True,True,True,False,False,True,success,1,1.04,0,
task_17,agent_02,1,1,True,True,False,False,False,False,test_failure,1,1.57,2,
task_17,agent_02,2,1,True,True,False,False,False,False,test_failure,1,2.04,2,
task_17,agent_02,3,1,True,True,False,False,False,False,test_failure,1,1.24,2,
task_17,agent_02,4,1,True,True,False,False,False,False,test_failure,1,1.65,2,
task_17,agent_02,5,1,True,True,False,False,False,False,test_failure,1,1.12,2,
task_18,baseline,1,1,True,True,True,False,False,True,success,1,1.09,0,
task_18,baseline,2,1,True,True,True,False,False,True,success,1,0.97,0,
task_18,baseline,3,1,True,True,True,False,False,True,success,1,1.06,0,
task_18,baseline,4,1,True,True,True,False,False,True,success,1,1.01,0,
task_18,baseline,5,1,True,True,True,False,False,True,success,1,0.97,0,
task_18,agent_02,1,1,True,True,True,False,False,True,success,1,1.21,0,
task_18,agent_02,2,1,True,True,True,False,False,True,success,1,0.94,0,
task_18,agent_02,3,1,True,True,True,False,False,True,success,1,1.05,0,
task_18,agent_02,4,1,True,True,True,False,False,True,success,1,1.06,0,
task_18,agent_02,5,1,True,True,True,False,False,True,success,1,1.23,0,
task_19,baseline,1,1,True,True,True,False,False,True,success,1,1.01,0,
task_19,baseline,2,1,True,True,True,False,False,True,success,1,0.92,0,
task_19,baseline,3,1,True,True,True,False,False,True,success,1,1.01,0,
task_19,baseline,4,1,True,True,True,False,False,True,success,1,0.93,0,
task_19,baseline,5,1,True,True,True,False,False,True,success,1,1.05,0,
task_19,agent_02,1,1,True,True,True,False,False,True,success,1,1.0,0,
task_19,agent_02,2,1,True,True,True,False,False,True,success,1,1.07,0,
task_19,agent_02,3,1,True,True,True,False,False,True,success,1,1.06,0,
task_19,agent_02,4,1,True,True,True,False,False,True,success,1,1.12,0,
task_19,agent_02,5,1,True,True,True,False,False,True,success,1,1.21,0,
task_20,baseline,1,1,True,True,True,False,False,True,success,1,1.03,0,
task_20,baseline,2,1,True,True,True,False,False,True,success,1,2.22,0,
task_20,baseline,3,1,True,True,True,False,False,True,success,1,1.02,0,
task_20,baseline,4,1,True,True,True,False,False,True,success,1,1.93,0,
task_20,baseline,5,1,True,True,True,False,False,True,success,1,1.01,0,
task_20,agent_02,1,1,True,True,True,False,False,True,success,1,0.9,0,
task_20,agent_02,2,1,True,True,True,False,False,True,success,1,0.93,0,
task_20,agent_02,3,1,True,True,True,False,False,True,success,1,0.98,0,
task_20,agent_02,4,1,True,True,True,False,False,True,success,1,1.03,0,
task_20,agent_02,5,1,True,True,True,False,False,True,success,1,1.09,0,
task_21,baseline,1,1,True,True,True,False,False,True,success,1,1.05,0,
task_21,baseline,2,1,True,True,True,False,False,True,success,1,1.18,0,
task_21,baseline,3,1,True,True,True,False,False,True,success,1,1.02,0,
task_21,baseline,4,1,True,True,True,False,False,True,success,1,1.03,0,
task_21,baseline,5,1,True,True,True,False,False,True,success,1,1.08,0,
task_21,agent_02,1,1,True,True,True,False,False,True,success,1,1.11,0,
task_21,agent_02,2,1,True,True,True,False,False,True,success,1,1.02,0,
task_21,agent_02,3,1,True,True,True,False,False,True,success,1,0.99,0,
task_21,agent_02,4,1,True,True,True,False,False,True,success,1,1.02,0,
task_21,agent_02,5,1,True,True,True,False,False,True,success,1,1.22,0,
task_22,baseline,1,1,True,True,True,False,False,True,success,1,1.21,0,
task_22,baseline,2,1,True,True,True,False,False,True,success,1,1.13,0,
task_22,baseline,3,1,True,True,True,False,False,True,success,1,1.04,0,
task_22,baseline,4,1,True,True,True,False,False,True,success,1,1.13,0,
task_22,baseline,5,1,True,True,True,False,False,True,success,1,1.1,0,
task_22,agent_02,1,1,True,True,True,False,False,True,success,1,1.04,0,
task_22,agent_02,2,1,True,True,True,False,False,True,success,1,0.97,0,
task_22,agent_02,3,1,True,True,True,False,False,True,success,1,1.26,0,
task_22,agent_02,4,1,True,True,True,False,False,True,success,1,0.96,0,
task_22,agent_02,5,1,True,True,True,False,False,True,success,1,0.99,0,
task_23,baseline,1,1,True,True,True,False,False,True,success,1,1.16,0,
task_23,baseline,2,1,True,True,True,False,False,True,success,1,0.94,0,
task_23,baseline,3,1,True,True,True,False,False,True,success,1,0.92,0,
task_23,baseline,4,1,True,True,True,False,False,True,success,1,1.11,0,
task_23,baseline,5,1,True,True,True,False,False,True,success,1,1.02,0,
task_23,agent_02,1,1,True,True,True,False,False,True,success,1,1.22,0,
task_23,agent_02,2,1,True,True,True,False,False,True,success,1,0.96,0,
task_23,agent_02,3,1,True,True,True,False,False,True,success,1,1.04,0,
task_23,agent_02,4,1,True,True,True,False,False,True,success,1,0.91,0,
task_23,agent_02,5,1,True,True,True,False,False,True,success,1,1.06,0,
task_24,baseline,1,1,True,True,True,False,False,True,success,1,1.42,0,
task_24,baseline,2,1,True,True,True,False,False,True,success,1,1.03,0,
task_24,baseline,3,1,True,True,True,False,False,True,success,1,0.95,0,
task_24,baseline,4,1,True,True,True,False,False,True,success,1,1.04,0,
task_24,baseline,5,1,True,True,True,False,False,True,success,1,1.51,0,
task_24,agent_02,1,1,True,True,True,False,False,True,success,1,1.04,0,
task_24,agent_02,2,1,True,True,True,False,False,True,success,1,0.89,0,
task_24,agent_02,3,1,True,True,True,False,False,True,success,1,0.92,0,
task_24,agent_02,4,1,True,True,True,False,False,True,success,1,0.99,0,
task_24,agent_02,5,1,True,True,True,False,False,True,success,1,0.97,0,
task_25,baseline,1,1,True,True,True,False,False,True,success,1,1.07,0,
task_25,baseline,2,1,True,True,True,False,False,True,success,1,1.15,0,
task_25,baseline,3,1,True,True,True,False,False,True,success,1,1.0,0,
task_25,baseline,4,1,True,True,True,False,False,True,success,1,1.0,0,
task_25,baseline,5,1,True,True,True,False,False,True,success,1,1.26,0,
task_25,agent_02,1,1,True,True,True,False,False,True,success,1,1.13,0,
task_25,agent_02,2,1,True,True,True,False,False,True,success,1,1.11,0,
task_25,agent_02,3,1,True,True,True,False,False,True,success,1,1.19,0,
task_25,agent_02,4,1,True,True,True,False,False,True,success,1,1.03,0,
task_25,agent_02,5,1,True,True,True,False,False,True,success,1,1.01,0,
task_26,baseline,1,1,True,True,True,False,False,True,success,1,0.98,0,
task_26,baseline,2,1,True,True,True,False,False,True,success,1,0.92,0,
task_26,baseline,3,1,True,True,True,False,False,True,success,1,0.95,0,
task_26,baseline,4,1,True,True,True,False,False,True,success,1,0.98,0,
task_26,baseline,5,1,True,True,True,False,False,True,success,1,1.01,0,
task_26,agent_02,1,1,True,True,True,False,False,True,success,1,1.09,0,
task_26,agent_02,2,1,True,True,True,False,False,True,success,1,1.06,0,
task_26,agent_02,3,1,True,True,True,False,False,True,success,1,1.15,0,
task_26,agent_02,4,1,True,True,True,False,False,True,success,1,1.39,0,
task_26,agent_02,5,1,True,True,True,False,False,True,success,1,0.95,0,
task_27,baseline,1,1,True,True,True,False,False,True,success,1,0.89,0,
